Text,label
dirty computer seems to signal a new era in janelle mon e s career if in the past she seemed distant  using alter ego cindi mayweather as a stand in  she now seems ready to present herself to the public read more https nyti ms 2hbxu5d,nytimes
the oldest inmate to be executed in modern times was put to death in alabama walter leroy moody jr  83  killed 2 people with mail bombs,nytimes
a top republican fund raiser  elliott broidy  sought to use his white house ties to press for president trump to play a golf game with malaysia s prime minister  who had the authority over talks for a malaysian contract with broidy s company,nytimes
in the new york times opinion section  tariro mzezewa writes for decades  black female characters were strictly stereotypical angry black women or hypersexual jezebels or mammies shonda rhimes burst the door wide open for black women on television,nytimes
erin popovich died at 67  the san antonio spurs announced she had been married to gregg for 40 years  and they had 2 children and 4 grandchildren,nytimes
a report found that syria is expected to resume its chemical weapons program  despite president trump saying mission accomplished,nytimes
waterworld  part 2 the bajau of sulawesi can dive deeper without oxygen than most any other people in the world turns out  their bodies are adapting to ocean life,nytimes
the drug would be the first cannabis derived prescription medicine available in the united states,nytimes
a poop train full of smelly sewage from nyc sat parked for more than 2 months outside parrish  alabama  engulfing the town with a suffocating stench,nytimes
whether their masks were on properly was not a priority  some passengers said i was thinking  this plane is going into the ground   one said,nytimes
breaking news james comey s memos have been released they provide an intimate look at his dealings with president trump in his last months on duty,nytimes
consumer reports is now urging consumers to avoid all romaine lettuce  whether it is bagged or not,nytimes
although sen mitch mcconnell is resisting the push to bring legislation protecting robert mueller to the floor  its backers are pressing ahead to send a message to president trump,nytimes
in the new york times opinion section  opinion columnist david leonhardt writes a new poll showed ted cruz with just a 3 percentage lead  47 to 44  which is a giant warning sign for an incumbent,nytimes
the artificial intelligence lab founded by elon musk paid its top researcher 1 9 million in 2016  and that is below market value ,nytimes
in the new york times opinion section  op ed contributor kathleen belew says 23 years ago thursday  timothy mcveigh blew up the murrah federal building in oklahoma city he did nt act alone he had a movement behind him,nytimes
one nyt reader s reaction to the green card marriage interview questions asked by the u s government read more https nyti ms 2hadbvy,nytimes
this version is perfect for dunking in milk  and miles ahead of anything found in a plastic sleeve,nytimes
cradled in the arms of her mother  senator tammy duckworth  baby maile pearl bowlsbey now has the distinction of being the first infant ever brought onto the senate floor,nytimes
what to do when your partner ruins their credit and credibility here s how to fix financial infidelity,nytimes
the faded old europe charm remains  but with a stream of exciting openings and fresh inspiration drawn from across the atlantic  lisbon seems primed for a new golden era,nytimes
breaking news rudolph giuliani  the former new york mayor  will join the trump legal team in an effort to resolve the special counsel s russia inquiry,nytimes
ra l castro stepped down as leader of cuba during this historic transition  the u s will be noticeably less present in cuba than usual the trump administration points to an alleged attack on u s diplomats  spies and subterfuge for the absence,nytimes
breaking news u s regulators are expected to fine wells fargo 1 billion for a range of alleged misdeeds  in the biggest bank penalty of the trump era,nytimes
breaking news lance armstrong will pay 5 million to settle claims that he defrauded the u s government when the postal service sponsored his cycling team,nytimes
two of the united states s leading literary ambassadors are african american women they discuss reading  poetry  black history and how their missions overlap,nytimes
would your relationship stand up to the scrutiny of the american government ,nytimes
a timeless dessert that never disappoints get the alison roman recipe for classic cheesecake http nyti ms 2gbjnkx,nytimes
the justice dept referred the case of the ex fbi official andrew mccabe  a trump target fired for misleading investigators  to prosecutors,nytimes
in the new york times opinion section  thomas byrne edsall writes  the competition for housing between rich and poor has become a critically important and divisive issue in urban america,nytimes
clearly this is a world where the phrase it s only a game does not apply,nytimes
despite criticisms over his partisanship  his questioning of climate change science and his statements on social issues  jim bridenstine will be nasa s next administrator,nytimes
before voice mail  before siri  before people hid behind blooping bubbles of text  there was harriott daley  the first telephone switchboard operator at the u s capitol,nytimes
in the new york times opinion section  richard friedman writes  a new study has found that sitting is also bad for your brain and it might be the case that lots of exercise is not enough to save you if you re a couch potato,nytimes
miguel d az canel  cuba s new president  has spent his entire life in the service of a revolution he did not fight,nytimes
denzel washington how old are you  michael b jordan 31 denzel man  i got underwear older than that,nytimes
these immigrants had a real shot at getting green cards through their u s citizen spouses but when they showed up to their marriage interviews  ice arrested them marriage once offered protection now it can lead to a deportation trap,nytimes
a new study has shed more light on the revelations that hans asperger  the austrian pediatrician for whom a form of autism is named  had collaborated with the nazis and actively assisted in the killing of disabled children,nytimes
breaking news no one will be charged in prince s 2016 overdose death minnesota authorities said they couldn t determine how he got the drug that killed him,nytimes
the trump administration announced a new policy that could vastly expand sales of armed drones,nytimes
president trump s lawyer  michael cohen  has dropped his defamation lawsuits against buzzfeed and fusion gps  a political research firm,nytimes
as ra l castro of cuba steps down  miguel d az canel berm dez steps up here s a look at mr castro s handpicked successor and what s ahead for the communist country,nytimes
an expanding e coli outbreak linked to chopped romaine lettuce has infected 53 people in 16 states  health officials said,nytimes
these kinds of events are life changing for everybody on the airplane  captain sullenberger said they divide one s life into before and after,nytimes
we re solving the new york times crossword puzzle wordplay columnist deb amlen and assistant puzzles editor sam ezersky are here with hints and encouragement put your guesses in the comments new to crosswords  follow our guide http nyti ms 2bwui49,nytimes
the two men who were arrested at starbucks last week spoke out about their ordeal for the first time this is something that has been going on for years and everyone s blind to it,nytimes
the war on terror has been going on for nearly 2 decades it has cost the u s millions of dollars and thousands of lives but who are we really fighting  introducing caliphate  a new audio series looking at the rise of the islamic state and the effort to fight it,nytimes
the present good times will not last for long  said the chief economist of the international monetary fund,nytimes
ra l castro stepped down as leader of cuba today during this historic transition  the u s will be noticeably less present in cuba than usual the donald j trump administration points to an alleged attack on u s diplomats  spies and subterfuge for the absence,nytimes
it s an experience i do nt want to live again  the plastic surgeon said neither for him  nor for me,nytimes
investigators say a routine visual inspection might not have been sufficient to uncover problems in the engine,nytimes
in a video  rapid gunfire can be heard as a black car appears to drive slowly in reverse,nytimes
the export import bank was created to help american companies compete overseas but the institution has been effectively crippled by the donald j trump administration,nytimes
kim jong un will cease to demand that u s troops leave south korea as a condition for denuclearizing  the south s president said,nytimes
i feel sad  upset  to see how the situation continues  and there s no way out  and the free world turns its back on it they could not care less  a bay of pigs veteran said,nytimes
judge kimba wood earned a reputation for being sensitive  demanding and as could be relevant in michael cohen s matter unequivocal in her expectations of public officials,nytimes
you have to go ahead and soar  and not be afraid to jump and i m jumping right now  janelle mon e said,nytimes
in the new york times opinion section  nicholas kralev writes it has been just over a year since american diplomacy entered a dark age  but the time for mourning has passed,nytimes
the team behind the daily presents a new podcast that follows rukmini callimachi to the front lines of the war against isis,nytimes
the vip screening of black panther marked the end of a decades old ban on movie theaters in saudi arabia,nytimes
we know he has a plane  but it s an old plane  said a former cia analyst no one really knows if it works,nytimes
the longer the investigators must wait to take samples in douma  the lower the likelihood of obtaining evidence of chemical weapons use  because the toxins degrade over time,nytimes
one thing we can be sure about is the reef is nt going to look the same again  a scientist said,nytimes
in one song  farid bang and kollegah boast about how their bodies are more defined than auschwitz prisoners,nytimes
anti macronism is emerging as a potent force,nytimes
the resignation was a small sign that japan might be joining the international reckoning of the metoo movement,nytimes
this robot  created by researchers in singapore  took 20 minutes 19 seconds to make and execute a plan to assemble an ikea chair,nytimes
hip hop records like that s the joint literally remixed the way people talk,nytimes
spring awakening is arguably the worst musical that a town in south florida could stage right now or if you believe in catharsis  maybe it s the best,nytimes
when former president george w bush visited his mother about 10 days before her death  the two playfully needled each other in the way they always did at one point  barbara bush turned to her doctor you want to know why george w is the way he is  she asked the doctor looked a little surprised because i drank and smoked when i was pregnant with him  she said,nytimes
the cia director s comments at his hearing to become secretary of state worried so many senators that the foreign relations committee is not recommending confirmation it was recently revealed that he met secretly with kim jong un over easter weekend,nytimes
the southwest airlines boeing 737 had been inspected 2 days earlier  but investigators say a routine visual check might not have been sufficient to spot problems,nytimes
china s proposed tariffs on soybeans would hit hard in iowa  kansas  missouri  north dakota and other states with highly competitive house and senate races,nytimes
moving a statue of a doctor from central park to a brooklyn cemetery does not wipe out the racist past it immortalizes  our columnist ginia bellafante writes,nytimes
footage surfaced of fraternity members speaking and acting in ways that are extremely racist  anti semitic  homophobic  sexist and hostile to people with disabilities  syracuse university s chancellor said,nytimes
kris kobach  secretary of state of kansas and the face of trump s disbanded voter fraud panel  was found by a federal judge to have disobeyed orders to notify thousands of kansans in 2016 that they were registered to vote,nytimes
last week  2 men were arrested at a starbucks in philadelphia after asking to use the restroom a week earlier  a black teenager was reportedly shot at after he asked for directions to many african americans  these incidents are an example of the reality of everyday life join us for a discussion with gene demby of npr s code switch and marlon peterson  host of the decarcerated podcast share your thoughts in the comments and nyt reporters rachel swarns and john eligon will bring you into the conversation subscribe to our race related newsletter https nyti ms 2q4ejp0,nytimes
