Text,label
if you ve seen a video apparently showing the bbc reporting on the start of thermonuclear war  fear not it s not real fakenews,bbcnews
introducing a new podcast death in ice valley we investigate the death of a young woman in norway who was she  and why has nt she been missed for half a century   via bbc world service  https bbc in 2vonute,bbcnews
as the investigation into an alleged chemical attack in syria continues  a group of influential social media activists say they know what happened in douma,bbcnews
vote for black  he a snack meet the 15 year old schoolboy whose campaign video to become head boy at his school went viral  via bbc family education news ,bbcnews
searching for new planets  nasa s latest mission lifts off bbc in 2hfasdr,bbcnews
senators said it was important to lead by example with family friendly policies,bbcnews
there s nothing i love more than a tasty banger  some of dale winton s best bits  via bbc entertainment news ,bbcnews
feeling hot  hot  hot,bbcnews
welcome to my home the queen opens the commonwealth heads of government meeting in london chogm2018,bbcnews
it just enables humans to have what we call superpowers this firefighters helmet uses augmented reality to produce an outline of objects and help them see through smoke  via bbc click ,bbcnews
do your kids know enough words to do well at school ,bbcnews
guests never knew their hotel was run by israeli secret agents on a special mission,bbcnews
billions of plastic straws are thrown away in the uk every year,bbcnews
tributes are paid to dale winton who rose to fame hosting supermarket sweep,bbcnews
i told my seven year old you must really enjoy this banana  you must cherish every mouthful ,bbcnews
who run the world  100women,bbcnews
the cartoonist says she wo nt back down,bbcnews
it took a 15 year old 700 hours and 65  000 lego bricks to build a 26ft long  8m  model of the titanic,bbcnews
our campaign of maximum pressure will continue until north korea denuclearises,bbcnews
once upon a time on a computer far  far away  there was an algorithm,bbcnews
starbucks ceo howard schultz says he s embarrassed by racial profiling accusations,bbcnews
known as the silver fox in the bush family  barbara bush was the matriarch of one of america s great political dynasties,bbcnews
what donald trump really thinks of stormy daniels,bbcnews
tv presenter dale winton  who hosted supermarket sweep  has died at the age of 62  his agent says,bbcnews
if you re blind or partially sighted  going to the train station can present a lot of challenges but in the netherlands  subtle changes are making a big difference,bbcnews
a house explodes in texas when a car crashes into its gas pipe,bbcnews
at the height of the cold war  a us air force mechanic stole a plane from his base in the uk and set off for home then he disappeared  suddenly,bbcnews
the town taken over by tumbleweed,bbcnews
an american hero with nerves of steel,bbcnews
diamonds in the sky,bbcnews
canada s pm justin trudeau says he wants a seamless trade deal with the uk that would flip over the day after brexit bbc in 2ewunrw,bbcnews
a woman has died after being partially sucked out of the window of a us passenger plane mid flight bbc in 2j2rtxf,bbcnews
the castro era is coming to an end in cuba but what sort of country are they passing on ,bbcnews
sir david attenborough receives an unusual honour as a species is named after his blueplanet2 tv series,bbcnews
watch the moment a tornado blew the roof off a house in mississippi tornadoes have wreaked havoc across several states in the southern us,bbcnews
i feel calm and i like myself how going to the gym helps gemma manage her ocd  via bbc lifestyle health news ,bbcnews
facebook says it wants to expand the use of facial recognition technology  but are you happy about that ,bbcnews
yup,bbcnews
the uk s biggest coffee chain announces an ambitious plan to deal with its waste,bbcnews
one of the pilots told air traffic control there s a hole and someone went out,bbcnews
it is nt just women who suffer from domestic abuse,bbcnews
psa,bbcnews
barbara bush  the matriarch of a us political dynasty,bbcnews
a secret meeting to prepare for direct talks with president donald j trump,bbcnews
these marsupial themed coins have the royal canadian mint seeing red,bbcnews
my boys keep me going they re my rocks australian  peter bayliss  on how running helps him cope,bbcnews
video of this man complaining to starbucks that he has been denied use of the toilet  because he is black  has gone viral,bbcnews
the parents  whose children were killed in the 2012 school attack  sue infowars host alex jones for calling the attack a hoax,bbcnews
damages could amount to billions of dollars  the judge says,bbcnews
this toilet trains astronauts to use the loo in space,bbcnews
poor kitty the owners are being sought to find out how this happened,bbcnews
 via bbc news ni ,bbcnews
it s not as easy to recycle your takeaway coffee cup as you may have thought,bbcnews
a southwest airlines passenger jet made an emergency landing in the us after a part of its engine disintegrated one person has died  according to officials,bbcnews
guess which uk pop star has won a reality tv show in china ,bbcnews
a multi million pound clean up operation is beginning to decontaminate nine sites in salisbury,bbcnews
i do nt want anybody to be in any doubt about their right to remain here uk pm theresa may has apologised to caribbean leaders over the windrush generation controversy bbc in 2h9mhw4  via bbc politics ,bbcnews
the british brothel operating in full view of police and why women say they choose to work there bbc in 2h6eacr  via victoria derbyshire ,bbcnews
it s believed to be the first time a species has been named after a tv programme,bbcnews
,bbcnews
desiree linden became the first american to win the boston marathon women s race since 1985 but it s the runner up who is making headlines,bbcnews
the coffee chain starbucks has apologised to two black men arrested at a philadelphia store  after the manager refused to let them use the toilet bbc in 2qegwa8,bbcnews
what they did to break free was really quite clever,bbcnews
the uk government s apologised to the so called windrush generation after it emerged that some people were being incorrectly identified as illegal immigrants so  who are they  bbc in 2j14g3y  via bbc politics ,bbcnews
when i literally felt the knife going into me the pain was excruciating four people have been sharing their experiences of what it s like to be stabbed  via bbc england  bbc in 2j2wo6n,bbcnews
the truth is up there,bbcnews
science created a wonder material in plastic now nature is helping to destroy it,bbcnews
a third of millennials are never likely to own their home,bbcnews
an alleged chemical attack was carried out on 7 april syria and its ally russia have denied it,bbcnews
this is how you pub crawl  aussie style https bbc in 2h5mvu6,bbcnews
when china s answer to twitter threatened to remove all posts related to homosexuality  the lgbt community roared,bbcnews
back in the day  answers were just written on skin,bbcnews
